@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
8665,'2022/11/07 17:38:00:764',20,1.118901,15.041202,2.68397,2.746814,7.046218,7.187445,21.196293,6
8666,'2022/11/07 17:38:00:809',20,1.074613,15.068486,2.613431,2.697057,7.105709,7.250108,21.296156,6
8667,'2022/11/07 17:38:00:859',20,1.213901,15.481099,2.335339,2.463613,7.169229,7.278433,21.701618,6
8668,'2022/11/07 17:38:00:904',20,1.24092,15.404451,2.324894,2.491315,7.133636,7.257477,21.802956,6
8669,'2022/11/07 17:38:00:950',20,1.182392,15.543256,2.256326,2.472319,7.249726,7.380146,22.075293,6
8670,'2022/11/07 17:38:00:996',20,1.057096,15.515574,2.207997,2.432067,7.233635,7.370242,22.126574,6
8671,'2022/11/07 17:38:01:041',20,0.960482,15.199752,2.254483,2.474727,7.216399,7.359411,22.194468,6
8672,'2022/11/07 17:38:01:088',20,1.011908,15.468791,2.169228,2.409808,7.268172,7.408276,22.271687,6
8673,'2022/11/07 17:38:01:134',20,0.981545,15.35598,2.178316,2.417415,7.322805,7.477265,22.42251,6
8674,'2022/11/07 17:38:01:179',20,1.043463,15.45775,2.126657,2.384214,7.316294,7.479671,22.474096,6
8675,'2022/11/07 17:38:01:227',20,0.979141,15.6031,2.145958,2.390479,7.324714,7.465884,22.454996,6
8676,'2022/11/07 17:38:01:272',20,0.991027,15.237617,2.175395,2.420363,7.34438,7.501457,22.443718,6
8677,'2022/11/07 17:38:01:318',20,0.937517,15.483475,2.187897,2.431012,7.339594,7.48164,22.426737,6
8678,'2022/11/07 17:38:01:367',20,0.976373,15.565729,2.181991,2.414802,7.354905,7.496819,22.402088,6
8679,'2022/11/07 17:38:01:414',20,0.953031,15.37627,2.204834,2.436627,7.333166,7.478611,22.341545,6
8680,'2022/11/07 17:38:01:463',20,0.985375,15.273627,2.233079,2.463238,7.394755,7.5214,22.376438,6
8681,'2022/11/07 17:38:01:508',20,1.032262,15.025143,2.287243,2.511919,7.320115,7.43953,22.424915,6
8682,'2022/11/07 17:38:01:556',20,1.168527,15.356395,2.412659,2.582358,7.354255,7.461126,22.797556,6
8683,'2022/11/07 17:38:01:601',20,1.465834,15.716413,2.365422,2.49473,7.327392,7.446845,22.805416,6
8684,'2022/11/07 17:38:01:650',20,1.252617,15.97241,2.379547,2.416912,7.479777,7.541701,22.75087,6
8685,'2022/11/07 17:38:01:696',20,1.141011,16.090786,2.361636,2.378075,7.408162,7.467345,22.545664,6
8686,'2022/11/07 17:38:01:740',20,1.122968,16.124014,2.406408,2.409715,7.460997,7.490048,22.629553,6
8687,'2022/11/07 17:38:01:786',20,1.032631,16.084171,2.441496,2.455767,7.356128,7.399507,22.476727,6
8688,'2022/11/07 17:38:01:832',20,1.128631,16.142799,2.409093,2.411091,7.368865,7.391868,22.432566,6
8689,'2022/11/07 17:38:01:877',20,1.04602,16.077566,2.37596,2.391486,7.293508,7.329319,22.452326,6
8690,'2022/11/07 17:38:01:924',20,1.06783,16.029259,2.427321,2.448849,7.28345,7.321116,22.391747,6
8691,'2022/11/07 17:38:01:970',20,1.097357,15.979466,2.493118,2.520509,7.314104,7.352602,22.457336,6
8692,'2022/11/07 17:38:02:016',20,1.061333,16.019564,2.505585,2.530725,7.253185,7.295403,22.408054,6
8693,'2022/11/07 17:38:02:062',20,1.010236,15.998163,2.424033,2.453565,7.270912,7.305714,22.322052,6
8694,'2022/11/07 17:38:02:108',20,1.048639,15.980028,2.46854,2.509922,7.222277,7.256398,22.338121,6
8695,'2022/11/07 17:38:02:154',20,1.053042,16.066994,2.458176,2.501562,7.244104,7.288607,22.392317,6
8696,'2022/11/07 17:38:02:200',20,1.031854,15.985022,2.484371,2.524725,7.268876,7.305867,22.335773,6
8697,'2022/11/07 17:38:02:244',20,1.077799,16.01977,2.435015,2.488834,7.235125,7.286755,22.331375,6
8698,'2022/11/07 17:38:02:291',20,1.072271,15.993917,2.481948,2.529265,7.256348,7.299832,22.356676,6
8699,'2022/11/07 17:38:02:337',20,1.071117,16.004116,2.514293,2.564052,7.314108,7.353704,22.342836,6
8700,'2022/11/07 17:38:02:383',20,1.043412,15.994086,2.459988,2.508785,7.322055,7.349499,22.314327,6
8701,'2022/11/07 17:38:02:429',20,1.063373,16.011883,2.457438,2.511584,7.292304,7.329717,22.316889,6
8702,'2022/11/07 17:38:02:474',20,1.150892,16.017195,2.490501,2.52425,7.364782,7.38517,22.311934,6
8703,'2022/11/07 17:38:02:521',20,1.139136,15.894125,2.465934,2.512132,7.384923,7.404852,22.237492,6
8704,'2022/11/07 17:38:02:567',20,1.144784,15.941771,2.52237,2.568151,7.397367,7.42432,22.264023,6
8705,'2022/11/07 17:38:02:611',20,1.275085,15.678878,2.509504,2.558184,7.489101,7.531701,22.331696,6
8706,'2022/11/07 17:38:02:657',20,1.248214,15.524197,2.53596,2.590709,7.47104,7.513022,22.301832,6
8707,'2022/11/07 17:38:02:704',20,1.240464,15.56542,2.579599,2.629974,7.439712,7.476404,22.265879,6
8708,'2022/11/07 17:38:02:749',20,1.124161,15.221458,2.593623,2.667578,7.460972,7.522133,22.148943,6
8709,'2022/11/07 17:38:02:795',20,1.07868,15.067476,2.612421,2.68336,7.495091,7.560932,22.100403,6
8710,'2022/11/07 17:38:02:841',20,1.149504,15.006724,2.597256,2.686516,7.485784,7.559943,22.232372,6
8711,'2022/11/07 17:38:02:888',20,1.155425,14.939314,2.606902,2.695867,7.478965,7.553233,22.122053,6
8712,'2022/11/07 17:38:02:935',20,1.149019,14.902706,2.667009,2.739253,7.499263,7.566546,22.10257,6
8713,'2022/11/07 17:38:02:979',20,1.161709,14.659924,2.646536,2.720399,7.454565,7.513334,22.043621,6
8714,'2022/11/07 17:38:03:025',20,1.142536,14.695558,2.713446,2.782131,7.485728,7.532367,21.969217,6
8715,'2022/11/07 17:38:03:071',20,1.077361,14.717501,2.667724,2.753207,7.518771,7.584189,21.953442,6
8716,'2022/11/07 17:38:03:117',20,1.114079,14.468224,2.719335,2.789138,7.582983,7.646224,21.906094,6
8717,'2022/11/07 17:38:03:163',20,1.04654,14.505771,2.683282,2.771394,7.596386,7.66426,21.902861,6
8718,'2022/11/07 17:38:03:207',20,1.075663,14.57355,2.685338,2.781527,7.596777,7.658003,21.821796,6
8719,'2022/11/07 17:38:03:254',20,1.028152,14.391479,2.681976,2.7803,7.637048,7.688209,21.771627,6
8720,'2022/11/07 17:38:03:300',20,1.02801,14.32753,2.751333,2.838998,7.579531,7.633986,21.663326,6
8721,'2022/11/07 17:38:03:344',20,1.097926,14.335313,2.692359,2.788547,7.547029,7.618751,21.624674,6
8722,'2022/11/07 17:38:03:391',20,1.133606,14.339674,2.740088,2.835299,7.557191,7.62131,21.615952,6
8723,'2022/11/07 17:38:03:436',20,1.110189,14.449176,2.684831,2.789431,7.510069,7.584493,21.494787,6
8724,'2022/11/07 17:38:03:482',20,1.123885,14.609635,2.679465,2.789219,7.643054,7.69984,21.512815,6
8725,'2022/11/07 17:38:03:529',20,1.11196,14.493851,2.702541,2.818311,7.618847,7.664099,21.505018,6
8726,'2022/11/07 17:38:03:574',20,1.162962,14.514627,2.656018,2.784106,7.631256,7.685021,21.546408,6
8727,'2022/11/07 17:38:03:620',20,1.12612,14.465751,2.625565,2.753893,7.63847,7.695853,21.618708,6
8728,'2022/11/07 17:38:03:666',20,1.075704,14.567473,2.658913,2.784395,7.61659,7.67457,21.512489,6
8729,'2022/11/07 17:38:03:710',20,1.076613,14.446559,2.637866,2.773852,7.580066,7.658174,21.58551,6
8730,'2022/11/07 17:38:03:756',20,1.067805,14.614115,2.620958,2.759963,7.5811,7.670181,21.510782,6
8731,'2022/11/07 17:38:03:802',20,1.1077,14.458242,2.624344,2.779524,7.610716,7.690371,21.532135,6
8732,'2022/11/07 17:38:03:848',20,1.093709,14.447702,2.624223,2.81283,7.566647,7.67597,21.491194,6
8733,'2022/11/07 17:38:03:895',20,1.117777,14.449493,2.598373,2.816316,7.578218,7.68923,21.556778,6
8734,'2022/11/07 17:38:03:940',20,1.140942,14.617641,2.572252,2.810952,7.610625,7.722751,21.565718,6
8735,'2022/11/07 17:38:03:985',20,1.117977,14.614279,2.525569,2.77635,7.677068,7.797521,21.595247,6
8736,'2022/11/07 17:38:04:031',20,1.107139,14.616759,2.570502,2.827442,7.654069,7.767285,21.621246,6
8737,'2022/11/07 17:38:04:076',20,1.022128,14.597861,2.569026,2.79556,7.693263,7.791133,21.584599,6
8738,'2022/11/07 17:38:04:123',20,0.997926,14.303358,2.504593,2.744829,7.679831,7.775779,21.555342,6
8739,'2022/11/07 17:38:04:169',20,0.954027,14.160995,2.548693,2.77162,7.678863,7.769617,21.633436,6
8740,'2022/11/07 17:38:04:213',20,0.931592,14.12946,2.489067,2.679813,7.648855,7.727431,21.736694,6
8741,'2022/11/07 17:38:04:260',20,0.917029,13.790563,2.493164,2.669125,7.69175,7.760567,21.776852,6
8742,'2022/11/07 17:38:04:305',20,0.88901,13.728702,2.504873,2.692375,7.742749,7.789956,21.782406,6
8743,'2022/11/07 17:38:04:351',20,0.905856,13.707982,2.477786,2.66228,7.681628,7.742917,22.102379,6
8744,'2022/11/07 17:38:04:398',20,0.909655,13.265515,2.450985,2.650958,7.739808,7.791009,22.258059,6
8745,'2022/11/07 17:38:04:451',20,0.930725,13.71902,2.52401,2.680527,7.666297,7.706304,21.970249,6
8746,'2022/11/07 17:38:04:500',20,0.899118,13.580035,2.504997,2.678448,7.670103,7.731388,21.992846,6
8747,'2022/11/07 17:38:04:549',20,0.896567,13.464684,2.468237,2.632916,7.677227,7.719732,22.099159,6
8748,'2022/11/07 17:38:04:599',20,0.885808,13.363178,2.465696,2.667472,7.676622,7.72716,22.184486,6
8749,'2022/11/07 17:38:04:645',20,0.904395,13.691401,2.524075,2.726774,7.5773,7.636924,22.316349,6
8750,'2022/11/07 17:38:04:691',20,0.901546,13.783991,2.50427,2.720361,7.696619,7.765065,22.266474,6
8751,'2022/11/07 17:38:04:737',20,0.913208,13.871148,2.504208,2.751433,7.712335,7.808334,22.282881,6
8752,'2022/11/07 17:38:04:782',20,0.992208,14.155883,2.495583,2.725935,7.638841,7.723573,22.01927,6
8753,'2022/11/07 17:38:04:823',20,1.059951,14.456177,2.442761,2.678546,7.611263,7.693107,22.056534,6
8754,'2022/11/07 17:38:04:866',20,1.080215,14.704296,2.539596,2.772688,7.490471,7.58511,22.044811,6
8755,'2022/11/07 17:38:04:912',20,1.111617,14.570885,2.532002,2.708157,7.457365,7.549464,21.911392,6
8756,'2022/11/07 17:38:04:958',20,1.086431,14.366192,2.593324,2.761121,7.399374,7.492561,21.818327,6
8757,'2022/11/07 17:38:05:004',20,1.136596,14.658915,2.531215,2.665761,7.427029,7.514058,21.968012,6
8758,'2022/11/07 17:38:05:050',20,1.078416,14.786501,2.629485,2.667926,7.401822,7.442356,22.243219,6
8759,'2022/11/07 17:38:05:096',20,1.13679,14.949663,2.532988,2.574348,7.46877,7.517081,22.262804,6
8760,'2022/11/07 17:38:05:142',20,0.963903,15.149518,2.55327,2.580102,7.432421,7.487764,22.090006,6
8761,'2022/11/07 17:38:05:188',20,1.069995,15.076025,2.558226,2.579165,7.373082,7.428125,22.026749,6
8762,'2022/11/07 17:38:05:236',20,1.103405,14.958377,2.579566,2.606311,7.368109,7.426589,22.040518,6
8763,'2022/11/07 17:38:05:281',20,1.081001,14.936663,2.591053,2.617257,7.433452,7.474638,22.019968,6
8764,'2022/11/07 17:38:05:327',20,1.115975,15.041533,2.525491,2.564488,7.351576,7.406497,22.040279,6
8765,'2022/11/07 17:38:05:372',20,1.094414,14.786304,2.594756,2.624022,7.401336,7.447038,22.061646,6
8766,'2022/11/07 17:38:05:417',20,1.085956,14.777283,2.581223,2.606308,7.409098,7.452658,22.074818,6
8767,'2022/11/07 17:38:05:464',20,1.128343,14.936837,2.582889,2.627891,7.299017,7.34687,22.041864,6
8768,'2022/11/07 17:38:05:508',20,1.08379,14.910674,2.595777,2.639724,7.349442,7.395717,22.081184,6
8769,'2022/11/07 17:38:05:559',20,1.065113,14.990432,2.584264,2.623771,7.346732,7.400403,22.078779,6
8770,'2022/11/07 17:38:05:606',20,1.033756,15.038333,2.5724,2.628881,7.270515,7.332108,22.07958,6
8771,'2022/11/07 17:38:05:660',20,1.038067,15.030916,2.575815,2.609471,7.326044,7.385484,22.066181,6
8772,'2022/11/07 17:38:05:709',20,1.039827,15.143727,2.510103,2.521844,7.359763,7.403802,22.018501,6
8773,'2022/11/07 17:38:05:762',20,1.085246,15.185077,2.486457,2.518202,7.370478,7.428381,22.027287,6
8774,'2022/11/07 17:38:05:812',20,1.092711,15.163242,2.581547,2.61926,7.392841,7.436974,22.004168,6
8775,'2022/11/07 17:38:05:858',20,1.122022,15.069868,2.597584,2.675287,7.263137,7.332025,21.994564,6
8776,'2022/11/07 17:38:05:907',20,1.182998,15.037233,2.581058,2.655194,7.338073,7.419821,22.167212,6
8777,'2022/11/07 17:38:05:963',20,1.245053,15.006991,2.51738,2.658103,7.428106,7.526355,22.073048,6
8778,'2022/11/07 17:38:06:013',20,1.080161,14.950113,2.538806,2.740325,7.378427,7.495487,21.98122,6
8779,'2022/11/07 17:38:06:070',20,1.227756,15.037494,2.481179,2.72151,7.472641,7.588405,22.133312,6
8780,'2022/11/07 17:38:06:119',20,1.108134,15.018016,2.365199,2.638338,7.553687,7.66536,22.327368,6
8781,'2022/11/07 17:38:06:165',20,1.072489,14.831216,2.356471,2.637407,7.546618,7.660892,22.222019,6
8782,'2022/11/07 17:38:06:210',20,1.08631,14.91161,2.353822,2.630744,7.557731,7.673302,22.288849,6
8783,'2022/11/07 17:38:06:257',20,1.028022,14.685225,2.380296,2.63826,7.586603,7.705351,22.299183,6
8784,'2022/11/07 17:38:06:303',20,1.080172,14.727986,2.373235,2.630212,7.581689,7.704607,22.330015,6
8785,'2022/11/07 17:38:06:348',20,1.02815,14.787394,2.348858,2.600835,7.588997,7.703363,22.359449,6
8786,'2022/11/07 17:38:06:400',20,1.121566,14.743768,2.379709,2.631434,7.642394,7.762303,22.37756,6
8787,'2022/11/07 17:38:06:455',20,1.093929,14.643352,2.452737,2.693693,7.610857,7.715802,22.317942,6
8788,'2022/11/07 17:38:06:505',20,1.09163,14.960839,2.506424,2.739961,7.485862,7.607043,22.253614,6
8789,'2022/11/07 17:38:06:553',20,1.108991,14.732514,2.533029,2.742427,7.500057,7.617692,22.280874,6
8790,'2022/11/07 17:38:06:601',20,1.163086,14.668738,2.550113,2.739192,7.416637,7.517725,22.203897,6
8791,'2022/11/07 17:38:06:648',20,1.202879,14.960793,2.53478,2.631963,7.393323,7.466016,22.229086,6
8792,'2022/11/07 17:38:06:696',20,1.121951,15.065215,2.503601,2.543185,7.446614,7.495571,22.343996,6
8793,'2022/11/07 17:38:06:742',20,1.215683,15.065669,2.490866,2.498956,7.340111,7.391257,22.491798,6
8794,'2022/11/07 17:38:06:790',20,1.090673,14.96234,2.497384,2.502831,7.213507,7.269711,22.11912,6
8795,'2022/11/07 17:38:06:837',20,1.163347,14.860173,2.531278,2.512753,7.274978,7.312599,22.298052,6
8796,'2022/11/07 17:38:06:884',20,1.068163,14.736755,2.48786,2.472231,7.35886,7.405674,22.246712,6
8797,'2022/11/07 17:38:06:933',20,0.938365,14.677649,2.456164,2.450122,7.331254,7.384967,22.203663,6
8798,'2022/11/07 17:38:06:980',20,0.953456,14.755905,2.419702,2.417573,7.37149,7.425016,21.936628,6
8799,'2022/11/07 17:38:07:030',20,0.927634,14.758426,2.507473,2.488201,7.439987,7.46484,21.876152,6
8800,'2022/11/07 17:38:07:078',20,1.029807,14.70294,2.463982,2.470068,7.478697,7.533484,22.157476,6
8801,'2022/11/07 17:38:07:128',20,1.110723,14.826304,2.394493,2.390153,7.507354,7.562213,22.377481,6
8802,'2022/11/07 17:38:07:174',20,1.020793,14.824783,2.425241,2.424398,7.541274,7.574019,22.196228,6
8803,'2022/11/07 17:38:07:224',20,1.238693,14.903809,2.440157,2.433353,7.453094,7.498701,22.257645,6
8804,'2022/11/07 17:38:07:273',20,1.447058,14.963428,2.372228,2.356061,7.390372,7.448545,22.473003,6
8805,'2022/11/07 17:38:07:319',20,1.555696,14.783874,2.369797,2.366311,7.295269,7.327564,22.402046,6
8806,'2022/11/07 17:38:07:367',20,1.62599,14.985301,2.368723,2.377284,7.271119,7.2773,22.159052,6
8807,'2022/11/07 17:38:07:414',20,1.629048,14.71238,2.343497,2.346359,7.282576,7.286192,22.2307,6
8808,'2022/11/07 17:38:07:463',20,1.794861,14.615296,2.332922,2.332705,7.281266,7.299712,22.477104,6
8809,'2022/11/07 17:38:07:510',20,2.029871,14.743664,2.31065,2.316005,7.154118,7.171872,22.607933,6
8810,'2022/11/07 17:38:07:556',20,1.897538,14.795908,2.222886,2.221731,7.159371,7.189032,22.684317,6
8811,'2022/11/07 17:38:07:603',20,2.000595,14.693738,2.234236,2.221059,7.138836,7.167831,22.813427,6
8812,'2022/11/07 17:38:07:649',20,2.221926,15.083514,2.204703,2.18611,7.181283,7.224633,22.911261,6
8813,'2022/11/07 17:38:07:698',20,2.16625,15.040841,2.232386,2.2201,7.109309,7.158071,23.023994,6
8814,'2022/11/07 17:38:07:746',20,2.219669,15.244808,2.193895,2.170269,7.108253,7.144451,23.096861,6
8815,'2022/11/07 17:38:07:795',20,2.183687,15.177412,2.312593,2.286587,7.101911,7.119079,23.019695,6
8816,'2022/11/07 17:38:07:840',20,2.166225,15.117627,2.232135,2.222126,7.109882,7.149826,23.006475,6
8817,'2022/11/07 17:38:07:887',20,2.014707,15.075678,2.228252,2.227165,7.139821,7.166618,22.975061,6
8818,'2022/11/07 17:38:07:943',20,2.074478,15.24548,2.239855,2.239333,7.127236,7.159399,22.974749,6
8819,'2022/11/07 17:38:08:012',20,2.094306,15.277843,2.332684,2.356944,7.0485,7.074239,23.102058,6
8820,'2022/11/07 17:38:08:080',20,2.219007,15.258168,2.209272,2.263006,7.12304,7.174141,23.183359,6
8821,'2022/11/07 17:38:08:137',20,2.134918,14.883464,2.278784,2.331694,7.103655,7.128559,23.358404,6
8822,'2022/11/07 17:38:08:188',20,1.609378,14.280126,2.116767,2.176021,7.16875,7.19667,23.553505,6
8823,'2022/11/07 17:38:08:240',20,1.480949,14.03495,2.104727,2.173407,7.155107,7.199872,23.42964,6
8824,'2022/11/07 17:38:08:293',20,1.405416,14.147815,1.983791,2.157645,7.181005,7.279545,23.490147,6
8825,'2022/11/07 17:38:08:344',20,1.237628,14.182916,1.90928,2.158489,7.367647,7.513712,23.740711,6
8826,'2022/11/07 17:38:08:398',20,1.324443,13.94876,1.89233,2.142781,7.352441,7.489581,23.644024,6
8827,'2022/11/07 17:38:08:447',20,1.359523,13.923143,1.861592,2.103263,7.465092,7.578197,23.733295,6
8828,'2022/11/07 17:38:08:500',20,1.383937,13.934217,1.859676,2.117748,7.429694,7.579965,23.750122,6
8829,'2022/11/07 17:38:08:550',20,1.369356,13.843686,1.884491,2.147773,7.436899,7.58184,23.73653,6
8830,'2022/11/07 17:38:08:603',20,1.455294,14.005772,1.926757,2.180039,7.462492,7.602609,23.718115,6
8831,'2022/11/07 17:38:08:654',20,1.442177,13.85591,1.921437,2.17925,7.42414,7.563238,23.765245,6
8832,'2022/11/07 17:38:08:705',20,1.478127,13.979169,1.966048,2.222649,7.409676,7.554159,23.772417,6
8833,'2022/11/07 17:38:08:759',20,1.443875,13.936141,1.963293,2.215429,7.37293,7.52717,23.740259,6
8834,'2022/11/07 17:38:08:809',20,1.327361,13.832752,1.999235,2.243693,7.369355,7.512461,23.630568,6
8835,'2022/11/07 17:38:08:858',20,1.355936,13.665972,2.045017,2.281281,7.346546,7.494803,23.589861,6
8836,'2022/11/07 17:38:08:904',20,1.393173,13.611321,2.071578,2.315547,7.459873,7.591962,23.539881,6
8837,'2022/11/07 17:38:08:951',20,1.425341,13.209635,2.266115,2.479073,7.457388,7.570317,23.360334,6
8838,'2022/11/07 17:38:08:998',20,1.345469,13.079112,2.34215,2.514189,7.461766,7.557233,23.289063,6
8839,'2022/11/07 17:38:09:043',20,1.228964,13.383076,2.441007,2.569996,7.28031,7.365695,22.817442,6
8840,'2022/11/07 17:38:09:089',20,1.095041,13.140254,2.538127,2.634515,7.40636,7.471081,22.686081,6
8841,'2022/11/07 17:38:09:137',20,1.138421,13.335587,2.581826,2.687893,7.411512,7.478912,22.519815,6
8842,'2022/11/07 17:38:09:184',20,1.232683,13.180511,2.616259,2.682658,7.477562,7.528415,22.454054,6
8843,'2022/11/07 17:38:09:230',20,1.11541,13.111972,2.642509,2.71339,7.527005,7.583764,22.264362,6
8844,'2022/11/07 17:38:09:275',20,1.1561,13.056697,2.659644,2.738745,7.506826,7.567423,22.274122,6
8845,'2022/11/07 17:38:09:330',20,1.051748,12.961352,2.555006,2.643028,7.592196,7.644301,22.194481,6
8846,'2022/11/07 17:38:09:381',20,1.036061,13.00317,2.567589,2.656125,7.611188,7.657123,22.222858,6
8847,'2022/11/07 17:38:09:433',20,0.998518,12.9563,2.585881,2.666877,7.604641,7.642752,22.203262,6
8848,'2022/11/07 17:38:09:487',20,1.051146,13.031552,2.614361,2.688454,7.631349,7.66429,22.150146,6
8849,'2022/11/07 17:38:09:536',20,0.956715,12.942403,2.599923,2.678012,7.558876,7.592376,22.205803,6
8850,'2022/11/07 17:38:09:583',20,0.948014,12.920402,2.551865,2.632362,7.602126,7.634574,22.204302,6
8851,'2022/11/07 17:38:09:629',20,1.016728,12.972143,2.611862,2.691153,7.618639,7.656271,22.228407,6
8852,'2022/11/07 17:38:09:673',20,0.946288,12.960443,2.60285,2.681031,7.528185,7.565159,22.172081,6
8853,'2022/11/07 17:38:09:720',20,0.958267,12.947847,2.571403,2.641754,7.628938,7.65195,22.138096,6
8854,'2022/11/07 17:38:09:770',20,0.997316,12.93165,2.578071,2.66236,7.570784,7.602832,22.158058,6
8855,'2022/11/07 17:38:20:706',21,1.221431,12.824604,2.624139,2.571453,7.082018,7.030983,22.156757,1
8856,'2022/11/07 17:38:20:749',21,1.055624,12.864103,2.453937,2.350949,7.238485,7.150739,22.293859,1
8857,'2022/11/07 17:38:20:795',21,0.914325,12.753177,2.481549,2.373278,7.292635,7.191375,22.099773,1
8858,'2022/11/07 17:38:20:840',21,0.993161,12.853387,2.492179,2.3888,7.220882,7.140886,22.224947,1
8859,'2022/11/07 17:38:20:887',21,1.035812,12.801796,2.469975,2.364819,7.228728,7.159585,22.003006,1
8860,'2022/11/07 17:38:20:933',21,0.890716,12.841844,2.427492,2.324898,7.308998,7.248279,22.102814,1
8861,'2022/11/07 17:38:20:977',21,0.980385,12.850705,2.551967,2.429368,7.291646,7.247506,22.063467,1
8862,'2022/11/07 17:38:21:023',21,0.925402,12.699154,2.450874,2.341336,7.244077,7.204764,22.002729,1
8863,'2022/11/07 17:38:21:071',21,1.063596,12.719404,2.487064,2.392923,7.268576,7.227649,22.066772,1
8864,'2022/11/07 17:38:21:125',21,1.14343,12.665131,2.573372,2.489305,7.189065,7.172832,22.46804,1
8865,'2022/11/07 17:38:21:178',21,1.163184,12.748795,2.573217,2.511524,7.161199,7.167342,22.200665,1
8866,'2022/11/07 17:38:21:227',21,1.537294,12.622106,2.556652,2.484775,7.157711,7.18344,23.379482,1
8867,'2022/11/07 17:38:21:273',21,1.746027,12.654697,2.599039,2.541682,7.180059,7.210567,23.852777,1
8868,'2022/11/07 17:38:21:319',21,1.157266,12.831267,2.776298,2.747858,7.076803,7.108726,21.866852,1
8869,'2022/11/07 17:38:21:366',21,1.515652,12.674397,2.766113,2.73243,7.079834,7.115455,23.279911,1
8870,'2022/11/07 17:38:21:418',21,1.515621,12.302784,2.869402,2.845147,7.004624,7.059281,23.38076,1
8871,'2022/11/07 17:38:21:471',21,1.210537,12.541567,2.92441,2.914151,6.964489,7.025889,22.292473,1
8872,'2022/11/07 17:38:21:524',21,1.329728,12.283926,3.014488,3.011551,6.963022,7.042431,22.716608,1
8873,'2022/11/07 17:38:21:581',21,1.120818,12.424105,3.126564,3.126554,6.946849,7.007676,21.83707,1
8874,'2022/11/07 17:38:21:635',21,1.005126,12.368595,3.1258,3.138419,6.948717,7.008029,21.480274,1
8875,'2022/11/07 17:38:21:694',21,0.985941,12.332289,3.133606,3.166566,7.163532,7.23627,21.574343,1
8876,'2022/11/07 17:38:21:746',21,1.064025,12.570958,2.959033,2.988818,7.182203,7.237981,21.692486,1
8877,'2022/11/07 17:38:21:796',21,1.067666,12.502454,3.012606,3.051476,7.224924,7.282519,21.801533,1
8878,'2022/11/07 17:38:21:851',21,1.069749,12.423743,2.985562,3.033472,7.194262,7.25118,21.910055,1
8879,'2022/11/07 17:38:21:903',21,1.085203,12.409249,2.975779,3.020742,7.206196,7.252952,21.993181,1
8880,'2022/11/07 17:38:21:948',21,1.107142,12.545928,2.959726,3.010496,7.193695,7.230742,21.90955,1
8881,'2022/11/07 17:38:21:994',21,1.109066,12.437238,2.968881,3.01627,7.166612,7.222322,21.755268,1
8882,'2022/11/07 17:38:22:040',21,1.098526,12.511539,2.934322,2.961595,7.269448,7.323271,21.656069,1
8883,'2022/11/07 17:38:22:099',21,1.095905,12.388589,2.994804,3.019539,7.215268,7.264468,21.540617,1
8884,'2022/11/07 17:38:22:146',21,1.026448,12.406279,3.017328,3.0459,7.212584,7.266279,21.580097,1
8885,'2022/11/07 17:38:22:195',21,0.989317,12.502442,2.986474,3.015782,7.200956,7.234436,21.651711,1
8886,'2022/11/07 17:38:22:241',21,1.05523,12.461372,2.946591,2.966763,7.237392,7.282173,21.688137,1
8887,'2022/11/07 17:38:22:294',21,1.110038,12.434163,2.98947,3.020668,7.169374,7.224193,21.52355,1
8888,'2022/11/07 17:38:22:347',21,1.018806,12.344163,2.939927,2.989965,7.231084,7.284572,21.672016,1
8889,'2022/11/07 17:38:22:396',21,1.069364,12.318851,2.933712,2.995627,7.292709,7.344159,21.791779,1
8890,'2022/11/07 17:38:22:441',21,1.058924,12.2836,2.930406,2.985428,7.278748,7.332233,21.765135,1
8891,'2022/11/07 17:38:22:486',21,1.009252,12.385622,2.886497,2.931898,7.338624,7.380588,21.736887,1
8892,'2022/11/07 17:38:22:533',21,1.006786,12.387536,2.685505,2.733585,7.628551,7.668553,21.958851,1
8893,'2022/11/07 17:38:22:578',21,0.943473,12.528947,2.489866,2.54163,7.929713,7.978377,21.94216,1
8894,'2022/11/07 17:38:22:625',21,0.966416,12.626664,2.509875,2.542747,7.780665,7.834189,21.873154,1
8895,'2022/11/07 17:38:22:670',21,0.962499,12.566504,2.613256,2.632626,7.572744,7.621447,21.71645,1
8896,'2022/11/07 17:38:22:717',21,0.97717,12.377839,2.932855,2.948583,7.130511,7.175927,21.738771,1
8897,'2022/11/07 17:38:22:763',21,1.01568,12.343933,2.984406,3.012818,6.998186,7.035962,21.598028,1
8898,'2022/11/07 17:38:22:808',21,1.011082,11.964595,2.986978,2.970877,6.933132,6.948007,21.843256,1
8899,'2022/11/07 17:38:22:854',21,1.070809,11.907022,2.935318,2.897507,6.913813,6.952602,21.965176,1
8900,'2022/11/07 17:38:22:900',21,0.91669,12.031245,2.988776,2.960767,6.878627,6.892133,21.467073,1
8901,'2022/11/07 17:38:22:946',21,0.984298,11.956656,2.910499,2.835004,6.853374,6.852336,21.731613,1
8902,'2022/11/07 17:38:22:993',21,1.214128,11.970965,2.839045,2.732296,6.916101,6.92773,22.531036,1
